date,number_of_daily_trips,ride_id,TAVG
2022-01-01,20895,38149E334D55B030,53
2022-01-01,20895,74B259288128D2EB,53
2022-01-01,20895,93EA10A253CCA532,53
2022-01-01,20895,AD3354E205BC2A82,53
2022-01-01,20895,DBD6E9EC77EECCFB,53
2022-01-01,20895,0DF9D0F67649A54D,53
2022-01-01,20895,5A025F1ECBECB578,53
2022-01-01,20895,C03EF7952F1DACD3,53
2022-01-01,20895,16559EDCD67D03CE,53
2022-01-01,20895,EEB8CB41D1F7C3F9,53
2022-01-01,20895,02255F0AAB365C9E,53
2022-01-01,20895,ED50018D0F6F3567,53
2022-01-01,20895,0D706EDF86009B48,53
2022-01-01,20895,9E24B7BC8FFA8873,53
2022-01-01,20895,4C18C1466D50FAD8,53
2022-01-01,20895,D2DE9AE6F829AADC,53
2022-01-01,20895,1516532D62E9ED78,53
2022-01-01,20895,FBEE1F27CF1A2EF5,53
2022-01-01,20895,FE54A6BFFE1541E0,53
2022-01-01,20895,784F58B44C92373A,53
2022-01-01,20895,6B8E403529DA815B,53
2022-01-01,20895,FB59051F0CB682FD,53
2022-01-01,20895,568C04D9DA180C30,53
2022-01-01,20895,2CC12307029C1D0E,53
2022-01-01,20895,885B3A2CB6379A15,53
2022-01-01,20895,28EB70A635D82CF2,53
2022-01-01,20895,A6554827517D0E88,53
2022-01-01,20895,E07C7814FA46DA89,53
2022-01-01,20895,96B29C0CD0D37E11,53
2022-01-01,20895,F5122F187F825775,53
2022-01-01,20895,142F119184FB0BEE,53
2022-01-01,20895,C3E202DE24757D43,53
2022-01-01,20895,DC2D403E6459AA56,53
2022-01-01,20895,55789E7180E5EF94,53
2022-01-01,20895,81F5832D6DE3908C,53
2022-01-01,20895,012255C48251B7A0,53
2022-01-01,20895,B2ED300BB57E93A8,53
2022-01-01,20895,CBCC7503620ECE8E,53
2022-01-01,20895,A5F9ED1BF8D0EA32,53
2022-01-01,20895,BEBF3558CCAEB7FE,53
2022-01-01,20895,30DC7EFD7D54DF01,53
2022-01-01,20895,45D414EE4968BB6D,53
2022-01-01,20895,A6E06768932E83FA,53
2022-01-01,20895,EC33090FA148736D,53
2022-01-01,20895,864F475EE4F2BF97,53
2022-01-01,20895,BA6C7133C215D336,53
2022-01-01,20895,62E950B74B1EB564,53
2022-01-01,20895,597ED644198DC470,53
2022-01-01,20895,4B63049F9F9E21FD,53
2022-01-01,20895,86E4AF44968FDB59,53
2022-01-01,20895,B20FE8E2D9AF8F9B,53
2022-01-01,20895,AC38F177C86C2CC8,53
2022-01-01,20895,FE7341CEEB5B7839,53
2022-01-01,20895,EF6BC95200CCC51B,53
2022-01-01,20895,477571EEC723C034,53
2022-01-01,20895,EAB179A67EFCA357,53
2022-01-01,20895,B4537329F69F83CD,53
2022-01-01,20895,CB58B4A65C518075,53
2022-01-01,20895,77F67FBCD9F0BA57,53
2022-01-01,20895,FFC0D939EA368D83,53
2022-01-01,20895,C0C77C1516847C5C,53
2022-01-01,20895,9EA22E86543693BA,53
2022-01-01,20895,54CC17D5ED8CB58C,53
2022-01-01,20895,8141FFCB2F95D6DC,53
2022-01-01,20895,73D8630778F8578A,53
2022-01-01,20895,C4F36FBD80514A99,53
2022-01-01,20895,1B2DB2F3F384A7FD,53
2022-01-01,20895,EF18FDC77C436E93,53
2022-01-01,20895,CF6D20BB69DC2930,53
2022-01-01,20895,715EE1D184EDF5D4,53
2022-01-01,20895,F68C82E6DD5885E1,53
2022-01-01,20895,DA85EDFA93F8A130,53
2022-01-01,20895,E823E908C730195B,53
2022-01-01,20895,6A295BE8CD901B2C,53
2022-01-01,20895,56346A06C709C958,53
2022-01-01,20895,58F6FDF660E3E9FE,53
2022-01-01,20895,7EFAA20F1CB19BA7,53
2022-01-01,20895,BF4A359F0ECEAFFF,53
2022-01-01,20895,0A183B8AD5EB7B2E,53
2022-01-01,20895,FBFFBFE8814DBC4F,53
2022-01-01,20895,153C30A09799C4DA,53
2022-01-01,20895,B7B18B24E68A7163,53
2022-01-02,44234,904C4687D53ABCC1,53
2022-01-02,44234,65992C0D9E663FD5,53
2022-01-02,44234,CBE472183E8DD747,53
2022-01-02,44234,C0C236D44827E7EC,53
2022-01-02,44234,4A6ADB038B9891C6,53
2022-01-02,44234,2B0DC010A8F320F3,53
2022-01-02,44234,D66D65AFA9E35715,53
2022-01-02,44234,516874FB8F0B1421,53
2022-01-02,44234,22D9B1E21A66EE97,53
2022-01-02,44234,A1F59E79A2D60849,53
2022-01-02,44234,3D81001EC6C71F06,53
2022-01-02,44234,741CAD1D349DA0D7,53
2022-01-02,44234,7521A41D63B089D1,53
2022-01-02,44234,B16F21033662D5EC,53
2022-01-02,44234,7F96E56DA9D247B9,53
2022-01-02,44234,4AFC334E3BCCBC2B,53
2022-01-02,44234,9E6FD1EFFDF80317,53
2022-01-02,44234,B792DB217F00EC80,53
2022-01-02,44234,7EF85600AC4BE75E,53
2022-01-02,44234,D362C9C9F1C2F3A2,53
2022-01-02,44234,C9B9EA55386151E0,53
2022-01-02,44234,D1BA6E4DE3B34B76,53
2022-01-02,44234,8D380B1D5E1F4C27,53
2022-01-02,44234,1C02E2333FAA35DD,53
2022-01-02,44234,55AC95C3DA5439AD,53
2022-01-02,44234,0A893FA08B429780,53
2022-01-02,44234,C25047BFF0BE02F1,53
2022-01-02,44234,D6AD3A6311F1BE95,53
2022-01-02,44234,B3A2AFA7E815A017,53
2022-01-02,44234,8CA3183DCC6BF944,53
2022-01-02,44234,4F5789E51074437D,53
2022-01-02,44234,8983F5DC4259B204,53
2022-01-02,44234,0EDBE24A87DA8832,53
2022-01-02,44234,601445BFE254AE91,53
2022-01-02,44234,DD34BC3E58EF59C0,53
2022-01-02,44234,9E53B9B82640F31F,53
2022-01-02,44234,6049C3B4C0BE5D9F,53
2022-01-02,44234,011A70331975FA79,53
2022-01-02,44234,204B4620A488E105,53
2022-01-02,44234,0A5E8637505C8D1B,53
2022-01-02,44234,A842D4D9DC5338DF,53
2022-01-02,44234,936677AA65EC64C2,53
2022-01-02,44234,C9E31D8BFF2E4BA9,53
2022-01-02,44234,C55874F125F07D12,53
2022-01-02,44234,D08063E76287EA98,53
2022-01-02,44234,F38325F9F87E79AA,53
2022-01-02,44234,D587D706CADA9CB2,53
2022-01-02,44234,A8D76D2AD7329B20,53
2022-01-02,44234,B14DB1A3D0F6237B,53
2022-01-02,44234,DD39669BC71FED44,53
2022-01-02,44234,2D0C1D4122FB072A,53
2022-01-02,44234,9DE4228A877AE9D2,53
2022-01-02,44234,401015CBE6E738DD,53
2022-01-02,44234,8F360F33CC395C94,53
2022-01-02,44234,42F886AC3969E95C,53
2022-01-02,44234,4E0DB781A3D12311,53
2022-01-02,44234,BD8FADB4E6F3486B,53
2022-01-02,44234,5CE1A755285D7514,53
2022-01-02,44234,746049FAC306B75A,53
2022-01-02,44234,BC9A5904BDF7FB87,53
2022-01-02,44234,000CE81F260B747C,53
2022-01-02,44234,73CC547AE8C79111,53
2022-01-02,44234,4792C5428E67131B,53
2022-01-02,44234,B41B3A6A2FCCA618,53
2022-01-02,44234,6DB09613CFDA096C,53
2022-01-02,44234,59E28F6DB0CAE7CA,53
2022-01-02,44234,29B79250DD249816,53
2022-01-02,44234,3C12743CD6BACF0F,53
2022-01-02,44234,A426B4517C5E064B,53
2022-01-02,44234,60A408131FE041C5,53
2022-01-02,44234,A1727324DE25E5C4,53
2022-01-02,44234,96062085E76C2F18,53
2022-01-02,44234,B73F7335C67D7334,53
2022-01-02,44234,A378EEBD755A5B61,53
2022-01-02,44234,4AA46D8071F36FD2,53
2022-01-02,44234,44A85975A9CD58A2,53
2022-01-02,44234,964D4DA493E199F0,53
2022-01-02,44234,4D028C5FCFD6F156,53
2022-01-02,44234,88AAA293C6FDB4AC,53
2022-01-02,44234,F60EE059403DCCE7,53
2022-01-02,44234,AA04ABCEF7FBBF18,53
2022-01-02,44234,4C744F67B2295807,53
2022-01-02,44234,FAC8074BADB8FFA9,53
2022-01-02,44234,F8B04CA83CDA8159,53
2022-01-02,44234,0956F8F47E627822,53
2022-01-02,44234,EA519FA2BA962CE8,53
2022-01-02,44234,1CF3514EE7DA7A58,53
2022-01-02,44234,822EF5A25FFE0918,53
2022-01-02,44234,F4FC5C3C3FE25683,53
2022-01-02,44234,AFBADE1E64FA0177,53
2022-01-02,44234,4D06D3D97212846A,53
2022-01-02,44234,F3431A93A39ADC61,53
2022-01-02,44234,DDC542602512CB8A,53
2022-01-02,44234,F8E27601D0B9D229,53
2022-01-02,44234,8E49B85A9728D473,53
2022-01-02,44234,82A01A454ECA83F6,53
2022-01-02,44234,ABB6FFD0283B3E49,53
2022-01-02,44234,572C29A21E26D62F,53
2022-01-02,44234,D89AFD377C93E515,53
2022-01-02,44234,3F1881854DF78B87,53
2022-01-02,44234,6E3DBC94B9084BC7,53
2022-01-02,44234,48EFD5103E221707,53
2022-01-02,44234,EC324FDE370945B6,53
2022-01-02,44234,C3F47F30C0058516,53
2022-01-02,44234,7F2C972DAE5CE53A,53
2022-01-02,44234,395A955546EDDA7A,53
2022-01-02,44234,F2B26D1BF6FDA8C0,53
2022-01-02,44234,E649202692705627,53
2022-01-02,44234,DE4315F8FEFAB8FD,53
2022-01-02,44234,B03E2C938358C8AF,53
2022-01-02,44234,FCB8C35F0BEC448D,53
2022-01-02,44234,64560620C3E3CA36,53
2022-01-02,44234,F520BF643E3AFD22,53
2022-01-02,44234,E72D27B0825E6468,53
